,tourney_name,tourney_date,round,minutes,score,winner_name,loser_name,NBI,comeback_score,avg_set_margin,tiebreaks_count,lead_changes,bp_saved_ratio,bp_total
660,Roland Garros,20140526,SF,100.0,6-3 6-2 6-1,Rafael Nadal,Andy Murray,0.11651156834286691,0,4.0,0,0,0.0,6.0
661,Australian Open,20030113,F,76.0,6-2 6-2 6-1,Andre Agassi,Rainer Schuettler,0.11156898318108088,0,4.333333333333333,0,0,0.35714285714285715,14.0
662,Wimbledon,19840625,F,70.4,6-1 6-1 6-2,John McEnroe,Jimmy Connors,0.11015863783829931,0,4.666666666666667,0,0,0.625,0.0
663,Australian Open,19900115,SF,70.4,6-1 6-1 6-2,Stefan Edberg,Mats Wilander,0.11015863783829931,0,4.666666666666667,0,0,0.625,0.0
664,Roland Garros,19800526,SF,70.4,6-2 6-2 6-0,Bjorn Borg,Harold Solomon,0.11015863783829931,0,4.666666666666667,0,0,0.625,0.0
665,Australian Open,20070115,SF,83.0,6-4 6-0 6-2,Roger Federer,Andy Roddick,0.10689618372748229,0,4.0,0,0,0.0,8.0
666,Australian Open,20190114,SF,83.0,6-0 6-2 6-2,Novak Djokovic,Lucas Pouille,0.10124366800421185,0,4.666666666666667,0,0,0.4166666666666667,12.0
667,US Open,20010827,SF,83.0,6-1 6-2 6-1,Lleyton Hewitt,Yevgeny Kafelnikov,0.0966603346708785,0,4.666666666666667,0,0,0.35714285714285715,14.0
668,Australian Open,20130114,SF,89.0,6-2 6-2 6-1,Novak Djokovic,David Ferrer,0.09142192435755146,0,4.333333333333333,0,0,0.0,7.0
669,Roland Garros,19790528,SF,67.2,6-2 6-1 6-0,Bjorn Borg,Vitas Gerulaitis,0.08948075855886624,0,5.0,0,0,0.625,0.0
670,Roland Garros,19770523,F,67.2,6-0 6-3 6-0,Guillermo Vilas,Brian Gottfried,0.08948075855886624,0,5.0,0,0,0.625,0.0
671,Roland Garros,19830523,SF,67.2,6-3 6-0 6-0,Yannick Noah,Christophe Roger-Vasselin,0.08948075855886624,0,5.0,0,0,0.625,0.0
672,Australian Open,19841126,SF,67.2,6-1 6-0 6-2,Mats Wilander,Johan Kriek,0.08948075855886624,0,5.0,0,0,0.625,0.0
673,Roland Garros,19860526,SF,67.2,6-2 6-1 6-0,Ivan Lendl,Johan Kriek,0.08948075855886624,0,5.0,0,0,0.625,0.0
674,Wimbledon,20060626,SF,77.0,6-2 6-0 6-2,Roger Federer,Jonas Bjorkman,0.08287778062361857,0,4.666666666666667,0,0,0.2222222222222222,9.0
675,US Open,20150831,SF,85.0,6-0 6-1 6-2,Novak Djokovic,Marin Cilic,0.08222363186203364,0,5.0,0,0,0.4,15.0
676,US Open,19740828,F,64.0,6-1 6-0 6-1,Jimmy Connors,Ken Rosewall,0.06880287927943314,0,5.333333333333333,0,0,0.625,0.0
677,Roland Garros,19780529,SF,60.800000000000004,6-0 6-1 6-0,Bjorn Borg,Corrado Barazzutti,0.048125,0,5.666666666666667,0,0,0.625,0.0
